"","X1","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"57032",57032,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",39728,2016,"KANSAS CITY, MISSOURI",-94.5785667,39.0997265
"57033",57033,"CERTIFIED","MORGAN STANLEY FUND SERVICES INC.","ACCOUNTANTS AND AUDITORS","VICE PRESIDENT","Y",117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57034",57034,"CERTIFIED-WITHDRAWN","DOCKER, INC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT II","Y",72571,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57035",57035,"CERTIFIED","SIMPSON & SIMPSON LLP","ACCOUNTANTS AND AUDITORS","STAFF AUDITOR","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"57036",57036,"CERTIFIED","SIMPSON & SIMPSON LLP","ACCOUNTANTS AND AUDITORS","STAFF AUDITOR","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"57037",57037,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",49109,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"57038",57038,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",52478,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"57039",57039,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",38106,2016,"LAS VEGAS, NEVADA",-115.1398296,36.1699412
"57040",57040,"CERTIFIED","JL UNITED REALTY LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",49108.8,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"57041",57041,"CERTIFIED","SQUAR, MILNER, PETERSON,MIRANDA & WILLIAMSON, LLP","ACCOUNTANTS AND AUDITORS","SENIOR ASSOCIATE","N",47902,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"57042",57042,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX  STAFF","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57043",57043,"CERTIFIED","APPNEXUS, INC.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57044",57044,"CERTIFIED","VISA U.S.A. INC.","ACCOUNTANTS AND AUDITORS","SR. ACCOUNTANT","Y",87838,2016,"FOSTER CITY, CALIFORNIA",-122.2710788,37.5585465
"57045",57045,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","N",60091,2016,"DETROIT, MICHIGAN",-83.0457538,42.331427
"57046",57046,"CERTIFIED","RESEARCH FOUNDATION OF CUNY","ACCOUNTANTS AND AUDITORS","BUDGET COORDINATOR","N",50585.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57047",57047,"CERTIFIED","TURKANA FOOD, INC.","ACCOUNTANTS AND AUDITORS","SENIOR ACCOUNTING OFFICER","N",69160,2016,"KENILWORTH, NEW JERSEY",-74.2907032,40.6764911
"57048",57048,"CERTIFIED","ENPAC INDUSTRIES, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",47444.8,2016,"CERRITOS, CALIFORNIA",-118.0647871,33.8583483
"57049",57049,"CERTIFIED","GLORIOUS SUN PROPERTY MANAGEMENT (USA), INC.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",45822.4,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"57050",57050,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",41850,2016,"TULSA, OKLAHOMA",-95.992775,36.1539816
"57051",57051,"CERTIFIED","ATIEVA USA, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",57304,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
"57052",57052,"CERTIFIED","PORTER KEADLE MOORE, LLC","ACCOUNTANTS AND AUDITORS","SYSTEMS STAFF","N",47965,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"57053",57053,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR ASSOCIATE","N",66144,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"57054",57054,"CERTIFIED","DEBORAH E. KIM AND ASSOCIATES, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",47444.8,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"57055",57055,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"57056",57056,"CERTIFIED","FM RAZI BOOKKEEPING & TAX SERVICES, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",61880,2016,"WOODLAND HILLS, CALIFORNIA",-118.6089752,34.165357
"57057",57057,"CERTIFIED","ATIEVA USA, INC.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",57304,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
"57058",57058,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE SENIOR","N",56326,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"57059",57059,"CERTIFIED-WITHDRAWN","SOCIETE GENERALE","ACCOUNTANTS AND AUDITORS","PRODUCT CONTROL SPECIALIST","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57060",57060,"CERTIFIED","COHERENT METAL, INC.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",45822,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"57061",57061,"CERTIFIED","ERNST &  YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57062",57062,"CERTIFIED","MAH & ASSOCIATES, LLP","ACCOUNTANTS AND AUDITORS","TAX ASSOCIATE","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57063",57063,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57064",57064,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",45822,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"57065",57065,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",46114,2016,"DETROIT, MICHIGAN",-83.0457538,42.331427
"57066",57066,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57067",57067,"CERTIFIED","NOSTRUM LABORATORIES, INC.","ACCOUNTANTS AND AUDITORS","SENIOR ACCOUNTANT","N",66602,2016,"KANSAS CITY, MISSOURI",-94.5785667,39.0997265
"57068",57068,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",46114,2016,"DETROIT, MICHIGAN",-83.0457538,42.331427
"57069",57069,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"57070",57070,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57071",57071,"CERTIFIED","WRIGHT FORD YOUNG & CO., CERTIFIED PUBLIC ACCOUNTANTS AND CONSULTANTS,","ACCOUNTANTS AND AUDITORS","AUDIT STAFF","N",47882,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"57072",57072,"CERTIFIED","NOVOBI LLC","ACCOUNTANTS AND AUDITORS","SENIOR ACCOUNTANT","N",54724.8,2016,"AUSTIN, TEXAS",-97.7430608,30.267153
"57073",57073,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",58178,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"57074",57074,"CERTIFIED","BELDEN, INC.","ACCOUNTANTS AND AUDITORS","TAX ANALYST-INTERNATIONAL","N",46946,2016,"ST. LOUIS, MISSOURI",-90.1994042,38.6270025
"57075",57075,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"57076",57076,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",58178,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"57077",57077,"CERTIFIED","ASHLAND PARTNERS & COMPANY LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",52478,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"57078",57078,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",44179,2016,"TAMPA, FLORIDA",-82.4571776,27.950575
"57079",57079,"CERTIFIED","ENVISION HEALTHCARE","ACCOUNTANTS AND AUDITORS","ASSOCIATE ACCOUNTANT","N",46717,2016,"GREENWOOD VILLAGE, COLORADO",-104.9508141,39.6172101
"57080",57080,"CERTIFIED","FAMILY AND CHILDREN'S AGENCY, INC","ACCOUNTANTS AND AUDITORS","JUNIOR ACCOUNTANT","N",53019.2,2016,"NORWALK, CONNECTICUT",-73.4081575,41.117744
"57081",57081,"CERTIFIED","SPOTT, LUCEY & WALL, INC.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57082",57082,"WITHDRAWN","TIM HORTONS USA, INC.","ACCOUNTANTS AND AUDITORS","SR MANAGER, FINANCIAL PLANNING & ANALYSIS","Y",78229,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"57083",57083,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","TAX ASSOCIATE","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57084",57084,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"57085",57085,"CERTIFIED","PLASTICOID COMPANY","ACCOUNTANTS AND AUDITORS","COST ACCOUNTANT","N",49670.4,2016,"ELKTON, MARYLAND",-75.8332718,39.6067789
"57086",57086,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","ERS SENIOR CONSULTANT","N",49109,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"57087",57087,"DENIED","IBG LLC","ACCOUNTANTS AND AUDITORS","AUDITOR- UNCLAIMED PROPERTY SPECIALIST","N",53019,2016,"GREENWICH, CONNECTICUT",-73.6281964,41.0262417
"57088",57088,"CERTIFIED","SATHIAM ENTERPRISES, LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTS MANAGER","N",51854,2016,"EDISON, NEW JERSEY",-74.4120953,40.5187154
"57089",57089,"CERTIFIED","AWESOME FINANCIAL SERVICES","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",49108.8,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"57090",57090,"CERTIFIED","AMN HEALTHCARE","ACCOUNTANTS AND AUDITORS","SALES AND USE TAX ACCOUNTANT","N",47902,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"57091",57091,"CERTIFIED","HUMAN & CIVIL RIGHTS ORGANIZATIONS OF AMERICA, INC.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",48901,2016,"SALEM, MASSACHUSETTS",-70.8967155,42.51954
"57092",57092,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",58178,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"57093",57093,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","ADVISORY CONSULTANT","N",55370,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
"57094",57094,"CERTIFIED","LIONBRIDGE TECHNOLOGIES, INC.","ACCOUNTANTS AND AUDITORS","TAX ASSOCIATE","N",52478,2016,"WALTHAM, MASSACHUSETTS",-71.2356113,42.3764852
"57095",57095,"CERTIFIED","JOHNSON, MILLER AND CO., CPAS, PC","ACCOUNTANTS AND AUDITORS","ASSURANCE SENIOR","N",43347,2016,"ODESSA, TEXAS",-102.3676431,31.8456816
"57096",57096,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",47965,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"57097",57097,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",54558,2016,"PARSIPPANY, NEW JERSEY",-74.4173877,40.8652865
"57098",57098,"CERTIFIED","ARROW ELECTRONICS, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT STAFF II","N",55474,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"57099",57099,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",52478,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"57100",57100,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",55474,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"57101",57101,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",55474,2016,"MCLEAN, VIRGINIA",-77.1772604,38.9338676
"57102",57102,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",52478,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"57103",57103,"CERTIFIED","MUFG UNION BANK, N.A.","ACCOUNTANTS AND AUDITORS","PORTFOLIO ACCOUNTANT - MORTGAGE","N",62962,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"57104",57104,"CERTIFIED","ZWICK & BANYAI, PLLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",44262,2016,"SOUTHFIELD, MICHIGAN",-83.2218731,42.4733688
"57105",57105,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","N",67808,2016,"LEXINGTON, KENTUCKY",-84.5037164,38.0405837
"57106",57106,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","N",56326,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"57107",57107,"CERTIFIED","THE PLASTICOID COMPANY INC","ACCOUNTANTS AND AUDITORS","COST ACCOUNTANT","N",49670.4,2016,"ELKTON, MARYLAND",-75.8332718,39.6067789
"57108",57108,"CERTIFIED","ATOSA CATERING EQUIPMENT INC.","ACCOUNTANTS AND AUDITORS","BUDGET ACCOUNTANT","N",47444.8,2016,"WALNUT, CALIFORNIA",-117.8653386,34.0202894
"57109",57109,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57110",57110,"CERTIFIED","NATIONAL GENERAL MANAGEMENT CORP","ACCOUNTANTS AND AUDITORS","MANAGER- SEC/EXTERNAL REPORTING","Y",117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57111",57111,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX MANAGER","Y",96741,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57112",57112,"CERTIFIED","MYNTAHL CORPORATION","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",53040,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
"57113",57113,"CERTIFIED","WILSON LLP","ACCOUNTANTS AND AUDITORS","TAX ASSOCIATE","N",47965,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"57114",57114,"CERTIFIED","MIRANI BAGDAI THAKKAR & ASSOCIATES LLC","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",55370,2016,"CLIFTON, NEW JERSEY",-74.1637553,40.8584328
"57115",57115,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57116",57116,"CERTIFIED","ASHLAND PARTNERS & COMPANY LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",41018,2016,"JACKSONVILLE, OREGON",NA,NA
"57117",57117,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",47965,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
"57118",57118,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE STAFF","N",47029,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"57119",57119,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"57120",57120,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","TAX ASSOCIATE","N",52478,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"57121",57121,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",58178,2016,"SANTA CLARA, CALIFORNIA",-121.9552356,37.3541079
"57122",57122,"CERTIFIED","LYT AUTTUN LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",44636.8,2016,"ONTARIO, CALIFORNIA",-117.6508876,34.0633443
"57123",57123,"CERTIFIED-WITHDRAWN","MUFG UNION BANK, N.A.","ACCOUNTANTS AND AUDITORS","COMPLIANCE PROFESSIONAL","Y",96741,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57124",57124,"CERTIFIED","LONE STAR MANAGEMENT, LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",37731,2016,"PITTSBURG, KANSAS",-94.70496,37.410884
"57125",57125,"CERTIFIED-WITHDRAWN","BERG PARTNERS LLC","ACCOUNTANTS AND AUDITORS","JUNIOR ACCOUNTANT","N",47029,2016,"BALA CYNWYD, PENNSYLVANIA",-75.2304038,40.0131418
"57126",57126,"CERTIFIED","KIM & KIM CPA'S, INC. TACOMA","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",44491,2016,"LAKEWOOD, WASHINGTON",-122.518458,47.1717649
"57127",57127,"CERTIFIED","MALONEBAILEY LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSOCIATE","N",49109,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"57128",57128,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",44096,2016,"INDIANAPOLIS, INDIANA",-86.158068,39.768403
"57129",57129,"CERTIFIED","PHENIX BICOASTAL SALONS, LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",40560,2016,"ASHBURN, VIRGINIA",-77.4874416,39.0437567
"57130",57130,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT ASSISTANT","N",52478,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"57131",57131,"CERTIFIED","MCBEE & CO., P.C.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",45822.4,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
"57132",57132,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57133",57133,"CERTIFIED-WITHDRAWN","YAHOO! INC.","ACCOUNTANTS AND AUDITORS","SR DATA INSIGHTS MANAGER","Y",110344,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"57134",57134,"CERTIFIED","NAVOLIO & TALLMAN LLP","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57135",57135,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","TAX ASSOCIATE","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57136",57136,"CERTIFIED","SC & ASSOCIATES, LLP","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",55744,2016,"GREAT NECK, NEW YORK",-73.7284647,40.8006567
"57137",57137,"CERTIFIED","CROWE HORWATH LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57138",57138,"CERTIFIED","M.C. DEAN, INC.","ACCOUNTANTS AND AUDITORS","PROJECT ACCOUNTANT","N",55474,2016,"STERLING, VIRGINIA",-77.4291298,39.0066993
"57139",57139,"CERTIFIED","BIZLINK TECH INC.","ACCOUNTANTS AND AUDITORS","BUSINESS ANALYST","N",36005,2016,"EL PASO, TEXAS",-106.4850217,31.7618778
"57140",57140,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE MANAGER","Y",92955,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
"57141",57141,"CERTIFIED","EISNERAMPER LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF I","N",42619,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
"57142",57142,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT SENIOR","N",44262,2016,"FARMINGTON HILLS, MICHIGAN",-83.3677168,42.4989936
"57143",57143,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",47445,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"57144",57144,"CERTIFIED","ISOMEDIA LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",53040,2016,"FREMONT, CALIFORNIA",-121.9885719,37.5482697
"57145",57145,"CERTIFIED","ANDORRA LIFE LLC","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",47445,2016,"CITY OF INDUSTRY, CALIFORNIA",-117.9586754,34.0197335
"57146",57146,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TRANSACTION ADVISORY SERVICES SENIOR","N",67413,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
"57147",57147,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",42848,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"57148",57148,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX SENIOR","N",56680,2016,"RALEIGH, NORTH CAROLINA",-78.6381787,35.7795897
"57149",57149,"CERTIFIED","TAKETA, IWATA, HARA & ASSOCIATES, LLC","ACCOUNTANTS AND AUDITORS","ASSURANCE SPECIALIST","N",38001.6,2016,"HILO, HAWAII",-155.0884869,19.7070942
"57150",57150,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",47174,2016,"MILWAUKEE, WISCONSIN",-87.9064736,43.0389025
"57151",57151,"CERTIFIED","HSBC BANK USA, N.A.","ACCOUNTANTS AND AUDITORS","ACCOUNTING SPECIALIST","Y",117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57152",57152,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57153",57153,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","TAX STAFF","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57154",57154,"CERTIFIED","KPMG LLP","ACCOUNTANTS AND AUDITORS","ASSOCIATE","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57155",57155,"CERTIFIED","WICKED FASHIONS, INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",55369.6,2016,"FORT LEE, NEW JERSEY",-73.9701381,40.8509333
"57156",57156,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57157",57157,"CERTIFIED","PRICEWATERHOUSECOOPERS LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE ASSOCIATE","N",53019,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
"57158",57158,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","USI ERS SOLUTION ADVISOR","N",49774,2016,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"57159",57159,"CERTIFIED","RENESOLA AMERICA, INC.","ACCOUNTANTS AND AUDITORS","STAFF ACCOUNTANT","N",57304,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"57160",57160,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","AUDIT IN-CHARGE","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57161",57161,"CERTIFIED","ERNST & YOUNG U.S. LLP","ACCOUNTANTS AND AUDITORS","ASSURANCE SENIOR","Y",76066,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57162",57162,"CERTIFIED","DELOITTE & TOUCHE LLP","ACCOUNTANTS AND AUDITORS","ADVISORY SENIOR CONSULTANT","N",55370,2016,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
"57163",57163,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",55370,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"57164",57164,"CERTIFIED","CITI DEVELOPMENT & CONSTRUCTION INC.","ACCOUNTANTS AND AUDITORS","ACCOUNTANT","N",25064,2016,"TAMUNING, NA",144.7755192,13.4924875
"57165",57165,"CERTIFIED","DELOITTE TAX LLP","ACCOUNTANTS AND AUDITORS","TAX CONSULTANT I","N",48651,2016,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
"57166",57166,"CERTIFIED","HSU, YAO, THUANG & CHIANG CPA'S","ACCOUNTANTS AND AUDITORS","ACCOUNTANT AND AUDITOR","N",61880,2016,"ROSEMEAD, CALIFORNIA",-118.072846,34.0805651
